uid,病例数,新闻日期,省份,地级行政单位,Gaode_Lng,Gaode_Lat,province,city,citycode,adcode,level
969,1,2020/1/25,辽宁,朝阳,120.471504,41.585133,辽宁省,朝阳市,朝阳市,211302,乡镇
970,2,2020/1/25,辽宁,葫芦岛,120.836932,40.711052,辽宁省,葫芦岛市,葫芦岛市,211400,市
971,2,2020/1/25,辽宁,沈阳,123.431474,41.805698,辽宁省,沈阳市,沈阳市,210100,市
972,1,2020/1/25,辽宁,大连,121.614682,38.914003,辽宁省,大连市,大连市,210200,市
973,1,2020/1/25,辽宁,大连,121.614682,38.914003,辽宁省,大连市,大连市,210200,市
974,1,2020/1/26,辽宁,营口,122.235417,40.667012,辽宁省,营口市,营口市,210800,市
975,1,2020/1/26,辽宁,丹东,124.354706,40.000499,辽宁省,丹东市,丹东市,210600,市
976,1,2020/1/26,辽宁,盘锦,122.070714,41.119997,辽宁省,盘锦市,盘锦市,211100,市
977,1,2020/1/26,辽宁,本溪,123.766485,41.294175,辽宁省,本溪市,本溪市,210500,市
978,1,2020/1/26,辽宁,沈阳,123.431474,41.805698,辽宁省,沈阳市,沈阳市,210100,市
979,1,2020/1/27,辽宁,盘锦,122.070714,41.119997,辽宁省,盘锦市,盘锦市,211100,市
980,1,2020/1/27,辽宁,沈阳,123.431474,41.805698,辽宁省,沈阳市,沈阳市,210100,市
981,1,2020/1/27,辽宁,大连,121.614682,38.914003,辽宁省,大连市,大连市,210200,市
982,3,2020/1/27,辽宁,丹东,124.354706,40.000499,辽宁省,丹东市,丹东市,210600,市
